Age;Gender;MaritalStatus;ChildrenNumber;HasChildren;CountryCitizen;CountryLive;IsEthnicMinority;LanguageAtHome;EmploymentField;Income;IsUnderEmployed;SchoolDegree;SchoolMajor;HoursLearning;MoneyForLearning;MonthsProgramming
28;male;single- never married;NA;0;Venezuela;Venezuela;0;Spanish;finance;61000;1;professional degree (MBA- MD- JD- etc.);Computer Programming;14;400;36
40;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;Design;NA;0;bachelor's degree;Entrepreneurship;6;0;1
42;female;NA;NA;NA;United States of America;United States of America;0;English;education;50000;0;master's degree (non-professional);History;10;0;4
42;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;software development and IT;65000;0;some college credit- no degree;NA;6;50;2
26;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;sales;49000;0;bachelor's degree;Biology;7;100;6
37;female;married or domestic partnership;1;1;Denmark;Denmark;0;Danish;NA;NA;NA;master's degree (non-professional);Logistics and Supply Chain Management;15;900;3
30;male;married or domestic partnership;1;1;United States of America;United States of America;NA;English;office and administrative support;57000;0;some college credit- no degree;NA;2;0;1
36;male;married or domestic partnership;2;1;United States of America;United States of America;1;English;arts- entertainment- sports- or media;NA;1;bachelor's degree;Psychology;NA;0;120
18;male;NA;NA;NA;Russia;Russia;0;Russian;NA;NA;NA;some college credit- no degree;NA;5;20;17
22;male;NA;NA;NA;Netherland Antilles;Netherlands;0;Dutch;NA;NA;NA;some college credit- no degree;NA;6;0;1
29;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;high school diploma or equivalent (GED);NA;8;0;6
33;female;NA;NA;NA;United States of America;United States of America;1;Spanish;arts- entertainment- sports- or media;40000;1;professional degree (MBA- MD- JD- etc.);Music Performance;20;75;3
27;male;NA;NA;NA;Romania;Romania;0;Romani;software development and IT;8400;0;bachelor's degree;Economics;4;200;18
27;male;NA;NA;NA;United States of America;United States of America;0;English;food and beverage;37000;1;bachelor's degree;Mathematics;14;0;4
29;female;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;37000;0;bachelor's degree;Graphic Design;10;500;12
25;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;health care;76000;0;bachelor's degree;Graphic Design;10;7000;60
36;female;married or domestic partnership;2;1;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;10;75;3
20;female;NA;NA;NA;India;India;0;Hindi;NA;NA;NA;some college credit- no degree;NA;NA;NA;NA
23;female;NA;NA;NA;Germany;Germany;0;German;NA;NA;NA;some college credit- no degree;NA;4;0;1
36;male;married or domestic partnership;1;1;Romania;Romania;1;Hungarian;software development and IT;NA;0;master's degree (non-professional);Physics;10;0;84
30;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;software development and IT;75000;0;master's degree (non-professional);Library Science and Administration;10;250;24
24;male;NA;NA;NA;Mexico;Mexico;0;Spanish;food and beverage;12000;1;bachelor's degree;Biotechnology;6;0;3
44;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;25000;1;trade- technical- or vocational training;NA;20;0;2
25;male;married or domestic partnership;1;1;Colombia;Colombia;0;Spanish;construction and extraction;40000;1;bachelor's degree;Construction Engineering;20;5000;14
15;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some high school;NA;NA;0;11
24;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;sales;NA;1;bachelor's degree;Psychology;12;100;5
26;male;NA;NA;NA;India;India;1;Kashmiri;sales;NA;1;bachelor's degree;Computer Science;NA;NA;NA
26;NA;NA;NA;NA;United States of America;United States of America;NA;NA;software development and IT;NA;0;bachelor's degree;NA;8;NA;8
27;female;NA;NA;NA;United States of America;United States of America;1;Vietnamese;education;45000;1;master's degree (non-professional);Library Science and Administration;15;20;7
30;male;NA;NA;NA;United States of America;United States of America;1;Korean;education;85000;0;master's degree (non-professional);Political Science and Government;5;0;3
21;male;NA;NA;NA;United States of America;United States of America;0;English;food and beverage;10000;1;some college credit- no degree;NA;30;100;0
36;female;single- never married;NA;0;United States of America;United States of America;0;English;arts- entertainment- sports- or media;40000;0;bachelor's degree;Web Page and Digital Design;15;100;6
18;female;NA;NA;NA;India;India;0;English;NA;NA;NA;some high school;NA;4;0;12
NA;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;Computational and Applied Mathematics;20;3500;7
27;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;construction and extraction;30000;1;master's degree (non-professional);Computer Software Engineering;24;0;84
28;female;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;50000;0;bachelor's degree;Computer Science;5;0;24
27;male;NA;NA;NA;United States of America;United States of America;0;English;health care;34000;1;bachelor's degree;Political Science;10;1000;9
23;female;NA;NA;NA;United States of America;United States of America;0;English;arts- entertainment- sports- or media;NA;0;bachelor's degree;Communication and Media Studies;NA;0;NA
28;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Psychology;44;0;12
35;male;married or domestic partnership;1;1;Taiwan;Taiwan;0;Chinese;NA;NA;NA;bachelor's degree;Accounting;70;30;4
20;male;NA;NA;NA;India;India;0;Kannada;NA;NA;NA;some high school;NA;15;1000;1
33;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;120000;0;master's degree (non-professional);Urban Studies and Affairs;2;0;24
31;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;software development and IT;7000;0;associate's degree;System- Networking- and LAN/WAN Management;10;1000;1
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;400;20
34;male;married or domestic partnership;NA;0;Spain;Spain;0;Spanish;Search Engine Optimization;8000;0;some high school;NA;17;0;2
39;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;science and research;70000;0;Ph.D.;Environmental Engineering;15;0;NA
26;male;NA;NA;NA;Bosnia & Herzegovina;Bosnia & Herzegovina;1;Bosnian;software development and IT;50000;1;high school diploma or equivalent (GED);NA;15;200;40
27;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Political Science;4;11100;8
30;male;married or domestic partnership;NA;0;Venezuela;United States of America;0;Spanish;software development and IT;13000;1;bachelor's degree;Systems Engineering;10;700;36
23;male;NA;NA;NA;United States of America;United States of America;1;English;transportation;24000;1;associate's degree;Computer Science;10;300;14
34;male;married or domestic partnership;1;1;United States of America;NA;0;English;NA;NA;0;master's degree (non-professional);Psychology;3;100;4
39;male;NA;NA;NA;United States of America;United States of America;1;English;Computer Repair;10000;1;some college credit- no degree;NA;15;0;2
34;male;single- never married;NA;0;Colombia;Colombia;0;Spanish;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Computer Software Engineering;4;200;40
42;male;married or domestic partnership;2;1;India;India;0;Kannada;software development and IT;30552;0;bachelor's degree;Electrical and Electronics Engineering;8;2000;120
30;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;sales;54000;1;some college credit- no degree;NA;10;0;6
23;female;NA;NA;NA;United States of America;United States of America;1;English;legal;20000;0;bachelor's degree;Anthropology;5;0;1
24;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;NA;NA;NA;associate's degree;Software Engineering;30;300;20
NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;female;NA;NA;NA;India;Kenya;0;Gujarati;NA;NA;NA;trade- technical- or vocational training;NA;2;0;12
15;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;no high school (secondary school);NA;10;0;48
24;male;NA;NA;NA;Turkey;United States of America;0;Turkish;NA;NA;NA;bachelor's degree;Industrial and Engineering Management;12;60;4
35;male;married or domestic partnership;1;1;United States of America;United States of America;1;English;software development and IT;46000;0;bachelor's degree;Computer Science;75;26;8
42;male;married or domestic partnership;1;1;Canada;Canada;0;English;software development and IT;85000;0;trade- technical- or vocational training;NA;4;1000;84
47;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;some college credit- no degree;NA;5;0;12
32;male;single- never married;NA;0;India;United States of America;1;Marathi;software development and IT;110000;0;master's degree (non-professional);Computer Science;5;200;200
24;male;NA;NA;NA;Jamaica;Jamaica;0;English;NA;NA;NA;some college credit- no degree;NA;5;0;2
32;male;married or domestic partnership;2;1;United States of America;United States of America;1;English;sales;20000;1;some college credit- no degree;NA;4;0;3
23;male;NA;NA;NA;Macedonia;Macedonia;0;Macedonian;NA;NA;NA;bachelor's degree;Graphic and Printing Equipment Operation;35;0;4
54;male;NA;NA;NA;United States of America;United States of America;0;English;transportation;100000;1;some college credit- no degree;NA;20;1000;360
20;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;5;0;2
45;female;married or domestic partnership;2;1;United States of America;United States of America;0;English;software development and IT;NA;0;professional degree (MBA- MD- JD- etc.);Business Administration and Management;NA;0;NA
36;female;single- never married;NA;0;United States of America;United States of America;0;English;software development and IT;36000;1;bachelor's degree;Web Page and Digital Design;4;0;36
35;male;married or domestic partnership;1;1;Greece;Greece;0;Greek;software development and IT;60000;0;some college credit- no degree;NA;10;5000;120
20;male;NA;NA;NA;Romania;Romania;0;Romanian;NA;NA;NA;high school diploma or equivalent (GED);NA;40;0;24
19;male;NA;NA;NA;Ukraine;NA;0;Ukrainian;NA;NA;NA;high school diploma or equivalent (GED);NA;12;0;12
24;female;NA;NA;NA;United States of America;United States of America;0;English;animal rescue;10000;0;bachelor's degree;Social Work;20;1000;3
29;male;married or domestic partnership;NA;0;India;United States of America;0;Hindi;software development and IT;35000;1;master's degree (non-professional);Computer Science;3;50;6
30;female;NA;NA;NA;United Kingdom;United Kingdom;0;English;Recruitment / Digital Marketing;NA;1;bachelor's degree;Cinematography And Film;10;0;5
25;male;NA;NA;NA;Macedonia;Macedonia;0;Macedonian;NA;NA;NA;high school diploma or equivalent (GED);NA;14;0;6
23;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;high school diploma or equivalent (GED);NA;1;0;12
30;female;NA;NA;NA;Bosnia & Herzegovina;Bosnia & Herzegovina;0;Bosnian;NA;NA;NA;high school diploma or equivalent (GED);NA;10;2000;24
25;male;NA;NA;NA;United States of America;NA;NA;NA;legal;25000;1;bachelor's degree;English;5;0;6
32;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;24000;0;bachelor's degree;Health and Physical Fitness Education;5;300;48
25;female;NA;NA;NA;India;United States of America;0;Tamil;NA;NA;NA;bachelor's degree;Computer Software Engineering;5;0;36
54;female;married or domestic partnership;NA;0;United States of America;United States of America;1;English;health care;NA;0;professional degree (MBA- MD- JD- etc.);Medicine;4;200;6
33;agender;NA;NA;NA;United States of America;United States of America;0;Esperanto;software development and IT;100000;0;some college credit- no degree;NA;10;100;8
26;male;NA;NA;NA;India;India;0;Hindi;software development and IT;8000;1;bachelor's degree;Engineering;15;0;12
24;male;NA;NA;NA;United States of America;United States of America;0;English;Analyst;22000;0;high school diploma or equivalent (GED);NA;4;0;2
NA;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;master's degree (non-professional);Library Science and Administration;6;200;6
25;male;NA;NA;NA;United States of America;United States of America;1;Arabic;software development and IT;NA;0;bachelor's degree;Mechanical Engineering;99;0;9
21;male;NA;NA;NA;Canada;Canada;0;English;NA;NA;NA;some college credit- no degree;NA;50;0;12
21;female;NA;NA;NA;Poland;Poland;0;Polish;NA;NA;NA;high school diploma or equivalent (GED);NA;3;0;30
23;male;NA;NA;NA;Canada;Canada;0;English;NA;NA;NA;bachelor's degree;Computer Science;40;7500;62
25;male;NA;NA;NA;Estonia;Estonia;0;Estonian;software development and IT;13000;0;bachelor's degree;Computer Engineering Technician;5;120;33
34;male;NA;NA;NA;United States of America;United States of America;1;English;sales;12000;1;some college credit- no degree;NA;10;0;1
37;male;single- never married;1;1;United Kingdom;United Kingdom;0;English;NA;NA;NA;trade- technical- or vocational training;NA;20;0;3
37;female;NA;NA;NA;United States of America;United States of America;1;English;food and beverage;17000;1;high school diploma or equivalent (GED);NA;8;2500;16
23;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;30;0;5
